sentence,label
(…) Wir hatten uns für eine Antwort auf derselben Ebene entschieden – für ein Video.,1
"Der Kerngedanke des Marketings besteht darin, dass das Unternehmen sein gesamtes Engagement auf die Anforderungen und Wünsche der Märkte ausrichtet.",0
Der Mundschutz bedeckt die Nase nicht?,1
"Dann könnte eine Prothetik notwendig sein, da die Füllung möglicherweise nicht mehr durchführbar wäre.",0
Beachten Sie zum Beispiel den richtigen Abstand zwischen Mahlzeiten und der Einnahme von Medikamenten.,1
Deshalb wird der menschliche Körper ein erhöhtes Mengen an Magensäure gebildet.,0
Deshalb sollen Menschen der Polizei bescheid sagen: Wenn sie etwas gesehen haben.,1
In dem Haus finden sich vielfache Kulturausflug-Angebote.,0
Das war gut für den Hopfen.,1
Für Adipositas bestehen diverse Vorzeichen.,0
Und sie müssen nicht selten ins Krankenhaus.,0
Vor dem Verkauf lädt Holger Hetzel die Leute ein.,1
Der Nussknacker ist nach seinem Schöpfer benannt worden.,0
Gelatinefreie Hartkapseln Gelatine ist ein tierisches Produkt.,1
"Entspannungsübungen sowie eine gesunde Ernährung können ein Pflegedienst unterstützen, wenn er im Alltag oder bei spezifischen Aufgaben tätig ist.",0
Der Durchfall ist blutig?,1
Dann kann die Firma die neu ausgesprochenen Anforderungen zeitnah umsetzen.,0
• Dass die Politiker sich an das Klima-Abkommen halten.,1
Zum Beispiel ein „Käse“-Messer.,1
"Ein Teil des Weihnachtsmarktes in Halle ist auf dem Platz, der Hallmarkt.",0
FÃ¼r das Amt in Deutschland ist eine Ãœbersetzung der Urkunde ins Deutsche erforderlich.,0
Der MDR.DE Service bietet Barrierefreiheit und Nachrichten in leichter Sprache. Ein neuer Bereich in Lützen wurde Opfer eines Geldautomatsprengens Hauptinhalt Stand: 28.,0
Die Gele und Salben lindern den Juckreiz.,1
"Das sind zum Beispiel öffentliche Einzelhandelsstätten, wie z.B. großflächige Handelsgeschäfte, Apothekenmarktstätten, Baustoffmarkthändler und Grünlagerstellen.",0
November tritt in Kraft.,0
Solche häufigen Formen von Arthrose sind zum Beispiel: Arthrose der Hand- und Fingergelenke Arthrose am Hüftgelenk Arthrose am Kniegelenk Was sind die Ursachen einer Arthrose?,1
Mit dem Alter verlieren Menschen ihre Fernsicht.,0
Sie hatten exemplarisch Wasserwerferwaffen bei sich.,0
"Wir appellieren an Sie, bereits jetzt und bitten Sie, einen von uns unterstützten Browser zu verwenden: Firefox, Microsoft Edge oder Google Chrome.",0
"(W2, W5-8, W11)",0
2021 13:33 Uhr 01:56 min Link des Audios Rechte: MITTELDEUTSCHER RUNDFUNK Wolfgang Schäuble arbeitet schon sehr lange Zeit im Bundestag mit.,1
Meist sind Viren die Ursache für eine Kehlkopf-Entzündung.,1
Der Mann war aber nicht alleine auf dem Wein-Fest.,1
Seien Sie aber vorsichtig.,1
Dieser Artikel wurde bereits 15317 mal angesehen.,1
"Die Person muss uns Ihren Ausweisdokumenten, nämlich dem Personal-Ausweis oder Pass, vouch.",0
Sie sehen beleuchtete Schilder nicht scharf.,1
Viele Entscheidungen können Sie weiter selber treffen.,1
Personen mit solchen Genotypen sind einigermaßen empfänglich für die Entwicklung einer Neurodermatitis.,0
Der MDR berichtet auf seine Weise auch in gehobener Ausdrucksweise über dieses Thema: MDR SACHSEN - Das Sachsenradio.,0
Halten Sie sich bitte nicht allzu lang in der direkten Sonneneinstrahlung auf.,0
Krankheitserreger umfassen zum Beispiel Mikroorganismen wie Viren oder Bakterien.,0
Sie wollen noch mehr über Neurodermitis lesen?,1
"Auch heute wird noch die Fernseh-Sendung ""Unser Sandmännchen"" ausgestrahlt.",0
Im Haus Flesch finden sich ständig präsentes Personals betreut.,0
Dafür besteht ein Vorschlag.,0
Diese Änderungen sind zum Beispiel: Die Zusammenarbeit : Ein Auto hat heute einen Computer.,1
Jetzt müssen Fach-Menschen kommen.,1
Sie wollen noch mehr über Thymian lesen?,1
"• eine große Halle für Feuerwehr-Autos, • und ein Lager für besondere Geräte.",1
Die Herzdruckmassage ist wichtiger als die Atemspenden.,1
Das letzte Mal war es im Jahr 2021.,1
Sie müssen keinen direkten Bezahlungsschein erbringen.,0
Er verkehrt zwischen den Städten Magdeburg und Leipzig.,0
Er wurde verletzt und danach in ein Krankenhaus gebracht.,1
"Das alles wird ihn befähigen, Maßnahmen zu ergreifen.",0
Entweder Sie kommen zu uns ins Standes-Amt.,1
• Sind Sie völlig geimpft?,0
Deshalb dürfen Sie diese Arten von Mundschutz aktuell nicht tragen.,1
Das sind 191 Euro .,1
"Dezember 2021, 11:58 Uhr Michael Kretschmer ist der Minister-Präsident vom Bundes-Land Sachsen.",1
Alkoholkonsum ist eine Hauptursache für Leberschäden.,0
Das Verhütungsstäbchen hat verschiedene Vorteile.,1
"So ist der Arm ruhiggestellt und die Schmerzen sind nicht so stark. Die Agonie ist damit reduziert, was den Patienten entspannt.",0
Werbeausgaben: Ausgaben für Werbung sind steuerlich abzugsfähig.,0
Anlaufschmerzen treten häufig im Bereich des Beingelenks auf.,0
Weil Sie beide Hände nicht verwenden können.,0
Das ist wegen verschiedenen Sachen so.,1
Das bedeutet: Die Ursache lag in einer Brandstiftung.,0
Hier liegt die Übersetzung einer E-Mail von Blanczita von Yahoo vom 3.,0
Die Partei Die Grünen fragt die Regierung: Welche Art von Mobbing ist die schlimmste?,1
Teilnehmen kannst du von 18 Jahren bis 30 Jahren.,1
Neurone können aufgrund unterschiedlicher Faktoren degenerieren.,0
Wenn das nicht gemacht wird: Kann es sehr gefährlich für die Menschen werden.,1
Hier können Sie diese Nachricht auch in schwerer Sprache lesen Sachsen-Anhalt am Dienstagmorgen: Nach den Feiertagen haben die Einzelhändler Bilanz gezogen.,1
"Pressen Sie dann ein Tuch auf die Blutung. → Kontrollieren Sie das Blutungenfeld dann bitte, indem Sie ein Tuch darauf legen.",0
Online heißt: Im Internet.,1
Hier haben sich mehr als 4 tausend Menschen getroffen.,1
Dabei wurde ein neuer Integrations-Beauftragter gewählt .,1
Wenn in Ihrem Ausweis das Zeichen 1KL steht: Dann können Sie: Mit einer Fahr-Karte für die 2.,1
Der Erste Weltkrieg wird aufgeführt.,0
"Kinderreise-Pässe: leider liegen keine Daten zum Stichwort ""K"" vor.",0
Eine chronische Bronchitis kann eine Vielzahl von Ursachen aufweisen.,0
Das Fersenbein ist der Knochen in der Ferse.,1
Sie bestellen die Urkunde im Internet mit unserem Urkunden-Service.,1
Die Dauer der Erholungszeit hängt auch von der Art der Verletzung selbst ab: Muskelzerrungen erfordern oft eine Woche des Schonens.,0
"Dann sollten Sie: eine regelmäßige körperliche Aktivität pflegen, ausreichend Wasser zu sich nehmen und bei langen Reisen die Verwendung von Thrombose-Schutzstrumpen in Erwägung ziehen.",0
"Sie alle wollten demonstrieren, dass die neuen Sicherheitsregelungen im Fußballbereich nicht auf Tauglichkeit beruhen.",0
Fragen Sie Ihren Krankenversicherer unmittelbar an.,0
"Wie viel Geld sie bekommen, bestimmt der Pflege-Grad .",1
Mit jemanden aus ihrer Familie Kontakte aufzunehmen möchten sie.,0
"Was sind die Kosten, um den alten Namen wiederzuerlangen?",0
"Wie viel Geld sie mitgegeben haben, ist laut Polizei noch unklar.",0
Wenn erforderlich kann ein längerer Aufenthalt in Betracht gezogen werden.,0
Und die Schilddrüse wächst in ihrem Wachstumsdurchschnitt nicht mehr signifikant.,0
"Nur 21 Prozent der Bevölkerung bekräftigen, dass die Regierung stabil sei.",0
"Es ist die umfassendste Ausstellung über Johannes Vermeer, die in Deutschland zu besuchen ist.",0
"Wenn Sie zu diesen Gruppen gehören, dann können Sie einen Antrag stellen.",1
Er ist der Frontmann der Musikgruppe Rammstein.,0
"Die Sendung des Mitteldeutschen Rundfunks (MDR) aus dem Jahr 2021 enthält eine Audioverlinkung mit einer Dauer von 01:19 Minuten. Der Titel der Veranstaltung lautet ""Tag des offenen Denkmals"".",0
Sie wollen noch mehr über Stuhlgang lesen?,1
Dann sprechen Sie vorher mit Ihrem Apotheker.,1
Die Hormon-Therapie während den Wechseljahren führt zu einem reduzierten Hormonproduktion im Körper.,0
Die Arbeit macht ihnen viel Spaß und Freude.,1
Sie müssen uns einen Nachweis von der Versicherung zeigen.,1
Wichtig: Vermeiden Sie jeglichen Körperkontakt zum Gesicht.,0
Dann sollten Sie einige Dinge beachten: Pressen Sie beim Stuhlgang nicht zu stark.,1
Gegen ein Burn-out können auch Medikamente helfen.,1
"Die Staaten Europas, die zum deutschsprachigen Raum gehören, sind Deutschland, Österreich und die Schweiz.",0
Aber aus den Polypen kann Krebs entstehen.,1
Das bedeutet: sie wurden operiert um keine Kinder mehr bekommen zu können.,1
"Wenn Sie Ihren Personal-Ausweis oder Reise-Pass verloren haben, dann mÃ¼ssen Sie sofort eine Verlust-Anzeige stellen.",1
Text: Holger Fröhlich Konjunkturprogramm Die Leute sollen mehr kaufen.,1
Übelkeit während der Chemotherapie Eine Chemotherapie ist eine Behandlung gegen Krebs.,1
November geänderte Corona-Regeln.,1
Wir reagieren bereits jetzt und bitten Sie einen von uns unterstützen Browser zu verwenden: Firefox Microsoft Edge Google Chrome Home Einfache Sprache Scheidenpilz Dieser Text informiert in Einfacher Sprache zum Thema: Scheidenpilz.,1
Dann kann ein ergonomisch gestalteter Stuhl von großem Nutzen sein.,0
Dazu sagt man auch: Blasenentzündung.,1
Das Bundesministerium für Bildung und Forschung möchte die Ausfallsrate im Schulleben verringern.,0
"Text: Holger Fröhlich Zwanzig Darby Huper in ’nem Huracán Und der Kafa ist Havanna Mit Day-Date am Arm in der U-Bahn fahr’n Guck mal, dieser Ukrainer und Araber (…) Ich esse Schmerz·Tabletten in einem Renn·Auto.",1
Das ist Geld für den Umwelt-Schutz .,1
Eine Lungenembolie entsteht durch Blutgerinnsel.,1
Dort existiert eine Vielzahl an Informationen über das Jugendalter von Martin Luther.,0
Dort können bei starkem Stress kleine Körperverletzungen auftreten.,0
Das steht im Bundes-Teilhabe-Gesetz.,0
"Wir können Ihre persönlichen Informationen nur übermitteln, wenn Sie unserem Vorbehalt zustimmen: für Marketingzwecke.",0
Anna zeichnet sich durch eine geringere Anfälligkeit für Schreibfehler aus im Vergleich zu Thomas.,0
Aber in diesem Jahr haben die Unternehmen einen geringeren Umsatz erzielt.,0
Und ein Politiker von der Alternative für Deutschland (AfD) muss als Stellvertreter tätig sein.,0
Ihre Venen sind entzündet.,0
Stress führt häufig zu falscher Ernährung.,1
"Ein Reizdarm-Syndrom ist ein Syndrom, das durch chronische und rezidivierende Verzögerungen im Magen-Darm-Trakt hervorgerufen wird.",0
Oder überziehen Sie Einmal-Handschuhe.,0
Sie sollten nicht auf die Medikamente verzichten.,0
"Um eine Zulassung für Ihr Kraftfahrzeug zu erhalten, müssen Sie zum Kunden-Zentrum in der Innenstadt und dann zur Zulassungsstelle für KFZ-Poll gehen.",0
"Wie kann man eine Person wiederbeleben? Die Reanimation einer Verstorbenen ist medizinisch nicht möglich. Eine Möglichkeit zur Wiederbelebung besteht jedoch in der Kardiopulmonalen Resuscitation (KPR), die bei einem plötzlichen Herzstillstand angewendet werden kann, um den Fluss von Blut und Sauerstoff zu wahren.",0
"Manche Personen mit Herz- oder Nierenerkrankungen sollten bestimmte Mengen an Getränken konsumieren, um Gesundheitsrisiken zu minimieren.",0
ZusÃ¤tzlich kÃ¶nnen Sie einen 2.,1
Die Darmspiegelung ist meistens eine ambulante Untersuchung.,1
Und Sie sollten von stark gewürzten und saurehaltigen Speisen und Getränken absehen.,0
"Die Verwaltungs-Gebühren an die Stadt Köln Wenn Sie Ihr Fahrzeug abgeholt haben, bekommen Sie einen Brief von der Stadt Köln.",1
Der Wechsel des Vorgesetzten zählt zu den seltenen Höhepunkten in der administrativen Praxis.,0
In der Zeitspanne zwischen 2025 und 13:41 Uhr sowie 01:06 Minuten war es bei der Mitteldeutschen Rundfunk AG zu mehreren Sperrzonen gekommen.,0
In Dresden hat sich ein neuer Ausstellungsbereich für Frauen und queerorientierte Individuen eröffnet.,0
MDR.DE Service Barrierefreiheit Nachrichten in leichter Sprache Neuer Bereich SACHSEN Viele Menschen in der Stadt Leipzig feiern ein Denkmal für Freiheit und Einheit Hauptinhalt 10.,1
In einer Woche muss alles weg sein.,1
Sie erhalten auch einen Schreiben als Andenken.,0
Dann achten Sie auf diese Dinge: Führen Sie regelmäßige Kontrolluntersuchungen bei einem Augenarzt durch.,0
"Und Sie müssen dazu schreiben, dass sie von der Lebenshilfe Main-Taunus sind.",1
Aber man kann Besenreiser auf der Haut sehen.,1
"November 2021, 15:37 Uhr Michael Kretschmer ist der Minister-Präsident vom Bundes-Land Sachsen.",1
Wenn das Amt ein positives Zeugnis ausstellt zum Antrag: Dann können Sie in Deutschland für eine bestimmte Frist residieren.,0
Für eine Frauen kann die mittlere Menge bereits zu einer belastenden Auswirkung führen.,0
"Dezember 2021, 12:55 Uhr Michael Kretschmer ist der Minister-Präsident vom Bundes-Land Sachsen.",1
"Eine Person erfährt Beschwerden, die sich durch wiederkehrende Symptome wie Blut im Stuhl, Häufiger Durchfall oder Verstopfung, starker Bauchschmerzen, starke Gewichtsabnahme und starke Blähungen manifestieren. Der Arzt kann dann eine Darmspiegelung durchführen.",0
Und junge Menschen von der Gruppe Fridays for future machen auch bei der Klage mit.,1
Auch wenn Sie die Sprache ausreichend beherrschten.,0
Es können sich präputielle Ausformungen um die Anorektale Fistel entwickeln.,0
"Zu einem ungesunden Lebensstil gehören die Genuss von fettkalorienreichen und zuckerhaltigen Nahrungsmitteln, Alkoholkonsum, Nikotinabus, hoher Stress, Übergewicht und Konsum von Getränken mit Coffein, wie zum Beispiel Kaffee. Sodbrennen kann ein Hinweis auf einige Gesundheitsstörungen sein.",0
Die Hauptursache für eine Pilzinfektion von Scheidenpilzen ist ein sogenannter Candida-Arten.,0
Die Gefäßwand unterliegt gelegentlich einer Modifikation.,0
Die entzündete Hautareal an der Hand ist verhärtet und heiß.,0
Das bedeutet: Die Spinne saß im Auto über der Auto-Fahrerin.,1
Für Menschen mit einer intellektuellen Beeinträchtigung.,0
Und darüber: Wie sich die Kirche verändert hat.,1
Beim Augenarzt oder bei einer Augenärztin wird man sich in der Regel nach zwei Jahren erneut präsentieren.,0
Eine Magenschleimhautentzündung kann auch chronisch verlaufen.,0
"Das hängt davon ab, wie viel Sie verdienen.",1
Seit dem letzten Donnerstag fehlten in Deutschland viele Zugfahrten.,0
Die neuesten Informationen über dieses Thema präsentiert auch der MDR in einer analytischen Formulierung: MDR SACHSEN | MDR SACHSENSPIEGEL | 28.,0
Die Abrafaxe durchleben viele Erlebnisse.,0
"Deshalb können betroffene Personen trotzdem noch Perzeptionen von Kontrasten, Umrissen und Bewegungen verzeichnen.",0
Dann nehmen Sie den Ingwer nach vier Stunden erneut ein.,1
Sie verwandeln CO2 in Sauerstoff und sorgen so für frische Luft.,1
"Der MDR informiert seine Zuschauer auch auf wissenschaftlicher Ebene über diese Thematik in seinem Programm MDR Fernsehen, MDR Aktuell, unter 17.",0
Entspannungstechniken: Sie haben eine Phobie?,1
Hier können Sie diese Nachricht auch in schwerer Sprache lesen Im Fall der toten Josefine aus Aschersleben hat die Polizei gegen einen Verdächtigen einen Haftbefehl erlassen.,1
Sie können mit uns nach Lösungen suchen.,1
In einer Stichwahl hat sie sich am Sonntag gegen den CDU-Kandidaten Thomas Gruschka durchgesetzt.,1
Denn es gibt bald zu viele Wolfs-Rudel in den Wäldern.,1
"Alltags-Sprache Über uns Beratung und Förderung Wohnen Freizeit und Kunst Treffpunkt Leichte Sprache Spenden, Helfen, Mitmachen Kontakt Inhalt Impressum Schriftgröße: Mitleben Alle Menschen mit Behinderung sollen selbst entscheiden, wo sie wohnen möchten.",1
Flohsamen-Schalen bestehen zu einem großen Teil aus Öl.,1
Es ist die Doppelweltmeisterschaft in den olympischen Wintersportarten Biathlon und Rennrodeln.,0
Diese Erlaubnis wird als Vollmachtschein bezeichnet.,0
Wann macht der Arzt bei einer Darmspiegelung?,1
Wie nehmen Sie Tabletten richtig ein?,1
Was kann man bei einem Gerstenkorn unternehmen?,0
"November 2021, 11:54 Uhr In Deutschland bekommen immer mehr Menschen das Corona-Virus .",1
Sie sind in Deutschland außerordentlich rare anzutreffen.,0
Kurkuma ist ein typisches Zutat in der Zubereitung von Currys.,0
Was muss ich vorher noch wissen?,1
Hilfe benötigen wir.,0
Dafür bietet ein Online-Wohn-Geld-Rechner eine Rechengerechnete Berechnung von Mietkosten an.,0
Das Krankenhaus machte den Fall am Dienstag öffentlich.,1
Der Patient trinkt immer noch zu viel Alkohol?,1
Wichtig: Die Ausnahmegenehmigung muss spätestens sechs Wochen vor Abschluss der Anmeldung beantragt werden.,0
Das schwere Wort dafür ist: Förderung.,1
Der Bandscheibenvorfall tritt am häufigsten an der lumbalen Wirbelsäule auf.,0
Hier können Sie weitere Informationen einsehen.,0
"Impfwillige können sich dort ab sofort ohne Termin gegen das Coronavirus impfen lassen, wie die Klinik mitteilte.",1
"Deshalb müssen die Menschen den ganzen Tag auf den Straßen achten, da diese sehr glitschig sein können.",0
Weil sie dort vielleicht mehr Geld verdienen.,1
Der Schmerz trat abrupt auf und währte mehrere Minuten an.,0
"Bei Erwachsenen ist Neurodermitis insbesondere an folgenden Stellen frequent: im Bereich der Beugefalten der Gliedmaßen, am Hinterkopf und den Handflächen. Mit steigendem Alter kann eine Neurodermitis zu einer Lichenifikation führen.",0
Sonst hat sich bei dem Feuer aber kein Mensch verletzt.,1
Und Noa.,0
Die meisten Stimmen entfiel Philipp Preißler.,0
"Wir benötigen rasche Klarstellung neuer Corona-Auflagen, damit sich nicht unverhältnismäßig viele Menschen mit dem neuentdeckten Coronavirus-Mutationsträger infizieren.",0
Das war zwischen den Orten Uhyst und Salzenforst.,1
"Kultur Ob Hans-Hasso von Veltheim in Halle, faszinierende Naturfotografie in Magdeburg oder beeindruckende Schuhe in Weißenfels: Sachsen-Anhalts Museen zeigen spannende Ausstellungen, die inspirieren und zum Entdecken einladen.",1
